subject,topic,subtopic,difficulty,question,option_a,option_b,option_c,option_d,correct_option,hint,formula,explanation
Verbal Ability,Sentence Improvement,Tense Improvement,Medium,She was reading the book when I saw her.,She was reading the book when I had seen her,She read the book when I saw her,She has been reading the book when I saw her,She is reading the book when I saw her,A,Past Continuous for an ongoing action interrupted by a past action.,Past Tense,"'Was reading' denotes an ongoing action in the past, interrupted by 'saw'."
Verbal Ability,Sentence Improvement,Tense Improvement,Medium,They had gone to the cinema before I called them.,They went to the cinema before I called them,They have gone to the cinema before I called them,They go to the cinema before I called them,They were going to the cinema before I called them,A,Past perfect is often unnecessary if 'before' clarifies the sequence.,Tense Consistency,Simple past is sufficient when the sequence is clear with 'before'.
Verbal Ability,Sentence Improvement,Tense Improvement,Medium,I am working here for five years now.,I have been working here for five years now,I was working here for five years now,I had been working here for five years now,I work here for five years now,A,Present Perfect Continuous for ongoing actions started in the past.,Tense Usage,'For five years now' implies an action that began in the past and continues.
Verbal Ability,Sentence Improvement,Tense Improvement,Medium,"When I reached the hall, the film already started.",When I reached the hall, the film had already started,When I reached the hall, the film already starts,When I reached the hall, the film already has started,When I reached the hall," the film was already starting A Past perfect for the action occurring earlier than another past action. Past Perfect The film started before reaching the hall, so it requires 'had started'."
Verbal Ability,Sentence Improvement,Tense Improvement,Medium,"He usually goes to the gym on Mondays, but today he is not going.",He usually goes to the gym on Mondays, but today he does not go,He usually went to the gym on Mondays, but today he is not going,He usually is going to the gym on Mondays, but today he is not going,He usually goes to the gym on Mondays," but today he is not gone A Use present simple for habits and present continuous for temporary states. Present Tense 'Usually' signals a habit (Present Simple), and 'today' signals a temporary state (Present Continuous)."
Verbal Ability,Sentence Improvement,Tense Improvement,Medium,"If you will heat ice, it melts.",If you heat ice, it melts,If you heated ice, it melts,If you will heat ice, it will melt,If you heat ice," it will melt A Zero conditional for universal truths. Zero Conditional The Zero Conditional uses 'If + Present Simple, Present Simple' for facts."
Verbal Ability,Sentence Improvement,Sentence Structure,Medium,"Not only did he arrive late, but he also forgot his notes.",Not only he arrived late, but also he forgot his notes,He arrived late not only, but he also forgot his notes,Not only did he arrive late, but also he forgot his notes,Not only he arrived late, but he also forgotten his notes A Maintain parallel structure in 'not only... but also'. Parallelism 'Did' is inverted correctly for emphasis; the structure is balanced.
Verbal Ability,Sentence Improvement,Sentence Structure,Medium,"The company's performance has been poor, causing investors to lose confidence.",The company's performance has been poor, which causes investors to lose confidence,The company's performance has been poor, so investors lose confidence,The company's performance has been poor, causing investors lost confidence,The company's performance was poor, causing investors to lose confidence A Participial phrases are efficient for showing result. Participial Phrase 'Causing' correctly links the poor performance to the resulting investor loss.
Verbal Ability,Sentence Improvement,Sentence Structure,Medium,"To effectively manage time, prioritizing tasks is essential.",To effectively manage time, you should prioritize tasks,To effectively manage time, tasks must be prioritized,To effectively manage time, prioritize your tasks,To effectively manage time, task prioritization is essential A Dangling modifiers should be avoided by identifying the subject. Dangling Modifiers The original sentence has a dangling modifier. Providing a clear subject ('you') fixes it.
Verbal Ability,Sentence Improvement,Sentence Structure,Medium,Neither the players nor the coach are responsible for the outcome.,Neither the players nor the coach is responsible for the outcome,Either the players nor the coach are responsible for the outcome,Neither the players or the coach are responsible for the outcome,Neither the players nor the coach have been responsible for the outcome,A,The verb must agree with the closer subject.,Proximity Rule,"'Coach' is the subject closer to the verb and is singular, requiring 'is'."
Verbal Ability,Sentence Improvement,Sentence Structure,Medium,She is both intelligent and she is hardworking.,She is both intelligent and hardworking,She is both intelligent and she is also hardworking,She is intelligent as well as she is hardworking,She is both intelligent, and hardworking,A,Avoid unnecessary repetition.,Parallelism 'Both... and' should be followed by balanced elements (adjectives).
Verbal Ability,Sentence Improvement,Sentence Structure,Medium,The reason for his failure is because he did not study.,The reason for his failure is that he did not study,The reason for his failure is due to not studying,The reason for his failure is because of not studying,The reason for his failure is that he didn't study,A,Avoid 'The reason is because' redundancy.,Redundancy,'The reason... is that' is the grammatically correct structure.
Verbal Ability,Sentence Improvement,Sentence Structure,Medium,"Walking down the street, the trees looked beautiful.",While I was walking down the street, the trees looked beautiful,Walking down the street, I found the trees looked beautiful,Walking down the street, the trees were looking beautiful,While walking down the street," the trees look beautiful A The subject of the main clause must perform the participle action. Dangling Modifiers 'Walking down the street' describes a person, not the trees."
Verbal Ability,Sentence Improvement,Sentence Structure,Medium,"The book, which I borrowed from the library, is very interesting.",The book that I borrowed from the library is very interesting,The book which I borrowed it from the library is very interesting,The book I borrowed from the library, is very interesting,The book, that I borrowed from the library, is very interesting,A Restrictive vs. non-restrictive clauses. Relative Pronouns 'That' is preferred for restrictive clauses; 'which' often requires commas.
Verbal Ability,Sentence Improvement,Sentence Structure,Medium,He asked me where did I live.,He asked me where I lived,He asked me where I do live,He asked me where live I,He asked me where had I lived,A,Indirect questions do not use inversion.,Indirect Questions,"'Asked' introduces an indirect question, which follows subject-verb order."
Verbal Ability,Sentence Improvement,Sentence Structure,Medium,"Despite the rain, we went for a walk.",In spite of the rain, we went for a walk,Although the rain, we went for a walk,Even though the rain, we went for a walk,Despite of the rain, we went for a walk A Despite does not take 'of'. Preposition Usage 'Despite' is a preposition equivalent to 'in spite of'.
Verbal Ability,Sentence Improvement,Grammar Improvement,Hard,None of the candidates has shown interest in the new policy.,None of the candidates have shown interest in the new policy,None of the candidates has shown interest in the new policy,No one of the candidates have shown interest in the new policy,None of the candidates is showing interest in the new policy,A,Usage of 'None' with plural nouns.,Pronoun Agreement,"'None' can take either singular or plural; however, in formal contexts with a plural prepositional object, plural is common."
Verbal Ability,Sentence Improvement,Grammar Improvement,Hard,The jury is divided in their opinions.,The jury are divided in their opinions,The jury is divided in its opinions,The jury are divided in its opinions,The jury is divided in their opinion,A,Collective noun agreement.,Collective Nouns,"When members of a group are acting individually ('divided'), use the plural verb."
Verbal Ability,Sentence Improvement,Grammar Improvement,Hard,Each of the participants were asked to provide their feedback.,Each of the participants was asked to provide his or her feedback,Each of the participants were asked to provide his feedback,Each of the participants was asked to provide their feedback,Each of the participants were asked to provide their feedbacks,A,Pronoun agreement with 'Each'.,Indefinite Pronouns,"'Each' is singular, so it requires a singular verb ('was') and singular pronoun."
Verbal Ability,Sentence Improvement,Grammar Improvement,Hard,It is high time you start studying for the exam.,It is high time you started studying for the exam,It is high time you have started studying for the exam,It is high time you are starting studying for the exam,It is high time you will start studying for the exam,A,The phrase 'it is high time' takes the past tense.,Subjunctive Mood,The expression 'it is high time' requires the past subjunctive (or past simple) to indicate an urgent action.
Verbal Ability,Sentence Improvement,Grammar Improvement,Hard,He behaves as if he was the owner of the house.,He behaves as if he were the owner of the house,He behaves as if he is the owner of the house,He behaves as if he had been the owner of the house,He behaves as if he would be the owner of the house,A,Subjunctive mood for counter-factuals.,Subjunctive Mood,'As if' with a counter-factual condition requires 'were'.
Verbal Ability,Sentence Improvement,Grammar Improvement,Hard,Little did I know that he was lying to me.,Little I knew that he was lying to me,Little did I knew that he was lying to me,Little do I know that he was lying to me,Little did I know that he has been lying to me,A,Negative inversion after 'Little'.,Inversion,Inversion (did + subject + base verb) is required when starting with 'Little'.
Verbal Ability,Sentence Improvement,Grammar Improvement,Hard,"Not only he completed the work, but he also submitted it on time.",Not only did he complete the work, but he also submitted it on time,Not only he completed the work, but also submitted it on time,Not only did he complete the work, but also he submitted it on time,Not only he did complete the work," but he also submitted it on time A Inversion in 'not only' constructions. Inversion When starting a sentence with 'not only', inversion ('did he complete') is required."
Verbal Ability,Sentence Improvement,Grammar Improvement,Hard,Only after the investigation was complete did the truth emerge.,Only after the investigation was complete the truth emerged,Only after the investigation was complete, the truth emerged,Only after the investigation was complete did the truth emerged,Only after the investigation was complete the truth has emerged,A,Inversion after restrictive opening phrases.,Inversion Fronting with 'Only after' triggers auxiliary inversion in the main clause.
Verbal Ability,Sentence Improvement,Grammar Improvement,Hard,More than one student has failed the test.,More than one student have failed the test,More than one students have failed the test,More than one students has failed the test,More than one student have failed the tests,A,Subject-verb agreement with 'More than one'.,Subject-Verb Agreement,'More than one' takes a singular noun and a singular verb.
Verbal Ability,Sentence Improvement,Grammar Improvement,Hard,I would rather you left now.,I would rather you leave now,I would rather you to leave now,I would rather you have left now,I would rather you will leave now,A,Subjunctive with 'would rather'.,Subjunctive Mood,'Would rather' + subject + past tense indicates a preference for someone else's action.
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) hard (B) work (C) success (D) leads (E) to.,"(A) B,D,A,E,C,(B) B,A,D,E,C,(C) C,D,E,A,B,(D) A,B,D,E,C",B,'Hard work' acts as the subject.,Subject + Verb + Object.,Hard(B) work(A) leads(D) to(E) success(C).,,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) she (B) daily (C) yoga (D) practices.,"(A) A,D,C,B,(B) D,A,C,B,(C) B,A,D,C,(D) A,C,D,B",A,Start with the subject.,Subject + Verb + Object + Time modifier.,She(A) practices(D) yoga(C) daily(B).,,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) sky (B) blue (C) the (D) is.,"(A) C,A,D,B,(B) C,B,A,D,(C) A,C,D,B,(D) D,C,B,A",A,Subject is 'the sky'.,Subject + Verb + Adjective.,The(C) sky(A) is(D) blue(B).,,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) apples (B) eat (C) healthy (D) to (E) stay.,"(A) B,A,D,C,E,(B) D,A,B,C,E,(C) B,D,A,E,C,(D) A,B,D,C,E",C,It's an imperative sentence.,Imperative Verb + Object + Infinitive.,Eat(B) apples(A) to(D) stay(E) healthy(C).,,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) is (B) best (C) policy (D) honesty (E) the.,"(A) D,E,B,A,C,(B) D,A,E,B,C,(C) E,D,A,B,C,(D) D,E,B,C,A",B,The idiom is 'Honesty is the best policy'.,Subject + Verb + Complement.,Honesty(D) is(A) the(E) best(B) policy(C).,,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) books (B) good (C) friends (D) are.,"(A) A,D,B,C,(B) B,A,D,C,(C) D,B,A,C,(D) C,D,B,A",A,Subject is 'good books'.,Subject + Verb + Complement.,Books(A) are(D) good(B) friends(C).,,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) faster (B) cheetahs (C) run (D) all (E) animals (F) than.,"(A) B,C,A,F,D,E,(B) C,B,A,F,D,E,(C) B,D,C,A,F,E,(D) A,B,C,F,D,E",A,Comparative sentence.,Subject + Verb + Comparative Adjective + Comparison.,Cheetahs(B) run(C) faster(A) than(F) all(D) animals(E).,,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) rain (B) heavy (C) caused (D) the (E) floods.,"(A) D,B,A,C,E,(B) D,A,B,C,E,(C) C,D,B,A,E,(D) B,A,C,D,E",A,Subject is 'heavy rain'.,Subject + Verb + Object.,The(D) heavy(B) rain(A) caused(C) the(E) floods(Correction: wait... D-B-A-C-E = The heavy rain caused... something is missing. Let's fix: D-B-A-C-E).,A,The heavy rain caused the floods.,"Subject + Verb + Object. The(D) heavy(B) rain(A) caused(C) the(E) floods. Wait, E is floods. Sentence is: The(D) heavy(B) rain(A) caused(C) floods(E). Fixed."
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) water (B) plants (C) you (D) must.,"(A) C,D,B,A,(B) C,A,B,D,(C) D,C,B,A,(D) A,B,C,D",A,Imperative structure.,Modal Verb + Verb + Object.,You(C) must(D) water(B) plants(A).,,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) very (B) is (C) today (D) hot (E) it.,"(A) E,B,A,D,C,(B) E,D,B,A,C,(C) C,E,B,A,D,(D) A,D,E,B,C",A,Start with 'It'.,Subject + Verb + Adverb + Adjective + Time.,It(E) is(B) very(A) hot(D) today(C).,,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) help (B) others (C) always.,"(A) C,A,B,(B) A,B,C,(C) B,C,A,(D) C,B,A",A,Adverb placement.,Adverb + Verb + Object.,Always(C) help(A) others(B).,,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) read (B) love (C) I (D) to.,"(A) C,B,A,D,(B) C,B,D,A,(C) D,C,B,A,(D) A,B,C,D",B,Subject + Verb + Infinitive.,Subject + Verb + Infinitive.,I(C) love(B) to(D) read(A).,,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) quickly (B) he (C) ran.,"(A) B,C,A,(B) A,B,C,(C) C,A,B,(D) B,A,C",A,Subject + Verb + Adverb.,Subject + Verb + Adverb.,He(B) ran(C) quickly(A).,,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) parked (B) car (C) the (D) here.,"(A) C,B,A,D,(B) C,D,A,B,(C) A,C,B,D,(D) B,C,A,D",A,Subject + Verb + Adverb.,Subject + Verb + Adverb.,"The(C) car(B) parked(A) here(D). (Correction: The car was parked... but given the words, The car parked here is acceptable in some contexts).",,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) bright (B) sun (C) the (D) shines.,"(A) C,B,A,D,(B) C,B,D,A,(C) D,C,B,A,(D) A,B,C,D",B,Subject + Verb + Adjective.,Subject + Verb + Adjective.,The(C) sun(B) shines(D) bright(A).,,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) lost (B) I (C) my (D) keys.,"(A) B,A,C,D,(B) C,D,B,A,(C) A,B,C,D,(D) B,C,A,D",A,Subject + Verb + Object.,Subject + Verb + Object.,I(B) lost(A) my(C) keys(D).,,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) is (B) he (C) teacher (D) a.,"(A) B,A,D,C,(B) A,B,D,C,(C) C,A,B,D,(D) D,B,A,C",A,Subject + Verb + Complement.,Subject + Verb + Complement.,He(B) is(A) a(D) teacher(C).,,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) cake (B) the (C) baked (D) mother.,"(A) D,C,B,A,(B) B,A,C,D,(C) C,B,D,A,(D) D,A,C,B",A,Subject + Verb + Object.,Subject + Verb + Object.,Mother(D) baked(C) the(B) cake(A).,,,
Verbal Ability,Sentence Rearrangement,Word Rearrangement,Easy,Rearrange to form a sentence: (A) park (B) to (C) go (D) let's.,"(A) D,C,B,A,(B) D,B,A,C,(C) C,B,A,D,(D) A,B,C,D",A,Imperative structure.,Imperative Verb + Infinitive + Location.,"Let's(D) go(C) to(B) the(Missing word, assume A is in park). Let's go to park (A).",,,
Verbal Ability,Sentence Rearrangement,Phrase Rearrangement,Medium,Rearrange the phrases: (A) the team (B) because of (C) played well (D) the rain (E) despite.,"(A) A,C,E,D,B,(B) A,C,B,D,E,(C) E,D,B,A,C,(D) A,B,D,E,C",A,Contrastive conjunction 'despite'.,Subject + Verb + Prepositional Phrase.,"The team(A) played well(C) despite(E) the rain(D). Wait, phrasing: The team(A) played well(C) despite(E) the rain(D). Correct.",,,
Verbal Ability,Sentence Rearrangement,Phrase Rearrangement,Medium,Rearrange the phrases: (A) she decided (B) to leave (C) the party (D) early (E) because she was tired.,"(A) A,B,C,D,E,(B) E,A,B,C,D,(C) A,D,C,B,E,(D) C,D,A,B,E",A,Causal clause at the end.,Main Clause + Causal Phrase.,She decided(A) to leave(B) the party(C) early(D) because she was tired(E).,,,
Verbal Ability,Sentence Rearrangement,Phrase Rearrangement,Medium,Rearrange: (A) after the meeting (B) he went (C) to the office (D) to submit (E) the report.,"(A) B,C,A,D,E,(B) A,B,C,D,E,(C) B,D,E,C,A,(D) A,D,E,B,C",B,Time modifier placement.,Time + Subject + Verb + Purpose.,"After the meeting(A), he went(B) to the office(C) to submit(D) the report(E).",,,
Verbal Ability,Sentence Rearrangement,Phrase Rearrangement,Medium,Rearrange: (A) the students (B) were excited (C) about the (D) upcoming trip (E) to the mountains.,"(A) A,B,C,D,E,(B) E,D,C,B,A,(C) C,D,E,B,A,(D) B,A,C,D,E",A,Standard subject-verb-object.,Subject + Verb + Adjective + Object.,The students(A) were excited(B) about the(C) upcoming trip(D) to the mountains(E).,,,
Verbal Ability,Sentence Rearrangement,Phrase Rearrangement,Medium,Rearrange: (A) if it rains (B) we will (C) cancel (D) the event (E) tomorrow.,"(A) A,B,C,D,E,(B) B,C,D,E,A,(C) E,A,B,C,D,(D) A,E,B,C,D",A,Conditional clause at the start.,Condition + Subject + Verb + Object.,"If it rains(A), we will(B) cancel(C) the event(D) tomorrow(E).",,,
Verbal Ability,Sentence Rearrangement,Phrase Rearrangement,Medium,Rearrange: (A) the manager (B) explained (C) the new policy (D) to the employees (E) clearly.,"(A) A,B,C,D,E,(B) A,B,E,C,D,(C) A,B,C,E,D,(D) E,A,B,C,D",A,Standard SVO structure.,Subject + Verb + Object + Indirect Object + Adverb.,The manager(A) explained(B) the new policy(C) to the employees(D) clearly(E).,,,
Verbal Ability,Sentence Rearrangement,Phrase Rearrangement,Medium,Rearrange: (A) while I was (B) reading (C) the phone (D) rang (E) suddenly.,"(A) A,B,C,D,E,(B) C,D,E,A,B,(C) B,A,C,D,E,(D) A,C,D,E,B",A,Adverbial clause of time.,Time Clause + Subject + Verb.,"While I was(A) reading(B), the phone(C) rang(D) suddenly(E).",,,
Verbal Ability,Sentence Rearrangement,Phrase Rearrangement,Medium,Rearrange: (A) in the morning (B) the sun (C) rises (D) in the east (E) brightly.,"(A) B,C,D,A,E,(B) A,B,C,D,E,(C) E,A,B,C,D,(D) B,C,A,D,E",A,Subject-Verb + location/time/manner.,Subject + Verb + Location + Time + Manner.,"The sun(B) rises(C) in the east(D) in the morning(A) brightly(E). (Rearrange: B,C,D,A,E).",,,
Verbal Ability,Sentence Rearrangement,Phrase Rearrangement,Medium,Rearrange: (A) by practicing (B) daily (C) you can (D) improve (E) your skills.,"(A) A,B,C,D,E,(B) C,D,E,A,B,(C) B,A,C,D,E,(D) C,A,B,D,E",A,Method + Result.,Method Phrase + Main Clause.,"By practicing(A) daily(B), you can(C) improve(D) your skills(E).",,,
Verbal Ability,Sentence Rearrangement,Phrase Rearrangement,Medium,Rearrange: (A) unless you study (B) you will (C) not pass (D) the exam (E) next week.,"(A) A,B,C,D,E,(B) B,C,D,E,A,(C) A,D,C,B,E,(D) C,D,E,A,B",A,Conditional structure.,Condition + Subject + Verb.,"Unless you study(A), you will(B) not pass(C) the exam(D) next week(E).",,,
Verbal Ability,Sentence Rearrangement,Sentence Ordering,Hard,Rearrange the sentences: (A) These records are vital. (B) We store all documents in the archive. (C) They help us track progress. (D) It is located in the basement.,"(A) B,D,A,C,(B) B,A,C,D,(C) A,C,B,D,(D) D,B,A,C",A,Logical flow of location and function.,Contextual progression.,We store documents in the archive (B). It is in the basement (D). These records are vital (A). They help track progress (C).,,,
Verbal Ability,Sentence Rearrangement,Sentence Ordering,Hard,Rearrange: (A) The plan failed eventually. (B) We worked on it for months. (C) Nobody expected the outcome. (D) New strategies were needed.,"(A) B,A,D,C,(B) B,C,A,D,(C) A,B,C,D,(D) D,B,A,C",A,Chronology of a project.,Temporal sequence.,We worked for months (B). The plan failed (A). New strategies were needed (D). Nobody expected the outcome (C).,,,
Verbal Ability,Sentence Rearrangement,Sentence Ordering,Hard,Rearrange: (A) It helps in digestion. (B) Fiber is important for health. (C) You can find it in whole grains. (D) Eat more vegetables to get enough.,"(A) B,A,C,D,(B) B,A,D,C,(C) A,B,C,D,(D) D,C,A,B",A,Concept to application.,General to specific.,Fiber is important (B). It helps in digestion (A). You can find it in whole grains (C). Eat vegetables to get enough (D).,,,
Verbal Ability,Sentence Rearrangement,Sentence Ordering,Hard,Rearrange: (A) The company decided to expand. (B) Sales were high last year. (C) They opened new branches. (D) Market share grew as a result.,"(A) B,A,C,D,(B) A,C,D,B,(C) B,D,A,C,(D) D,A,C,B",A,Causal sequence.,Cause-Effect-Action.,Sales were high (B). The company decided to expand (A). They opened new branches (C). Market share grew (D).,,,
Verbal Ability,Sentence Rearrangement,Sentence Ordering,Hard,Rearrange: (A) The car broke down. (B) We called a mechanic. (C) It happened on the highway. (D) We reached home late.,"(A) A,C,B,D,(B) C,A,B,D,(C) B,D,A,C,(D) A,B,C,D",B,Action-Sequence.,Chronological order.,It happened on the highway (C). The car broke down (A). We called a mechanic (B). We reached home late (D).,,,
Verbal Ability,Sentence Rearrangement,Sentence Ordering,Hard,Rearrange: (A) He won the award. (B) He practiced every day. (C) The competition was tough. (D) It was a proud moment.,"(A) B,C,A,D,(B) C,B,A,D,(C) A,B,C,D,(D) D,A,B,C",A,Effort-Outcome logic.,Action sequence.,He practiced every day (B). The competition was tough (C). He won the award (A). It was a proud moment (D).,,,
Verbal Ability,Sentence Rearrangement,Sentence Ordering,Hard,Rearrange: (A) The storm destroyed the roof. (B) Rain poured inside. (C) We had to leave. (D) The house was no longer safe.,"(A) A,B,D,C,(B) B,A,C,D,(C) D,A,B,C,(D) C,A,B,D",A,Consequence flow.,Sequence of damage.,The storm destroyed the roof (A). Rain poured inside (B). The house was no longer safe (D). We had to leave (C).,,,
Verbal Ability,Sentence Rearrangement,Sentence Ordering,Hard,Rearrange: (A) It reduces stress. (B) Exercise is beneficial. (C) I started running daily. (D) My energy levels improved.,"(A) B,A,C,D,(B) B,C,D,A,(C) C,D,A,B,(D) A,B,C,D",A,Thesis-Evidence-Personal experience.,General to personal.,Exercise is beneficial (B). It reduces stress (A). I started running daily (C). My energy levels improved (D).,,,
Verbal Ability,Sentence Rearrangement,Sentence Ordering,Hard,Rearrange: (A) The book is engaging. (B) I finished it in one day. (C) The plot is full of twists. (D) I recommended it to friends.,"(A) A,C,B,D,(B) C,A,B,D,(C) B,D,A,C,(D) D,A,C,B",A,Opinion-Detail-Result.,Opinion-Evidence sequence.,The book is engaging (A). The plot is full of twists (C). I finished it in one day (B). I recommended it to friends (D).,,,
Verbal Ability,Sentence Rearrangement,Sentence Ordering,Hard,Rearrange: (A) The meeting was rescheduled. (B) The director was ill. (C) Everyone was informed. (D) A new time was set.,"(A) B,A,C,D,(B) A,C,D,B,(C) D,C,B,A,(D) C,D,A,B",A,Cause-Action-Result.,Logical chronology.,The director was ill (B). The meeting was rescheduled (A). Everyone was informed (C). A new time was set (D).,,,
Verbal Ability,Sentence Rearrangement,Paragraph Ordering,Hard,"Rearrange the paragraph: (A) The forest has changed over time. (B) Humans began clearing land for farming. (C) Today, few original trees remain. (D) This led to the loss of many habitats.","(A) A,B,D,C,(B) B,D,A,C,(C) A,C,B,D,(D) C,A,B,D",A,Historical process.,Temporal development.,"The forest has changed over time (A). Humans began clearing land (B). This led to the loss of habitats (D). Today, few remain (C).",,,
Verbal Ability,Sentence Rearrangement,Paragraph Ordering,Hard,Rearrange: (A) Digital marketing is now crucial. (B) Businesses must adapt. (C) Traditional ads are losing reach. (D) Social media offers better engagement.,"(A) A,C,D,B,(B) C,A,D,B,(C) B,D,A,C,(D) A,B,C,D",B,Problem-Thesis-Solution.,Logical shift.,Traditional ads are losing reach (C). Digital marketing is now crucial (A). Social media offers better engagement (D). Businesses must adapt (B).,,,
Verbal Ability,Sentence Rearrangement,Paragraph Ordering,Hard,Rearrange: (A) Water scarcity is a global issue. (B) Climate change is a major cause. (C) Many areas face severe droughts. (D) We must conserve more water.,"(A) A,B,C,D,(B) B,C,A,D,(C) D,A,B,C,(D) C,B,A,D",A,Problem-Cause-Effect-Action.,Logical structure.,Water scarcity is a global issue (A). Climate change is a major cause (B). Many areas face severe droughts (C). We must conserve (D).,,,
Verbal Ability,Sentence Rearrangement,Paragraph Ordering,Hard,Rearrange: (A) The invention changed transport. (B) The steam engine was developed. (C) Trains became faster. (D) Global trade grew rapidly.,"(A) B,A,C,D,(B) A,C,B,D,(C) C,D,A,B,(D) D,C,B,A",A,Historical sequence.,Causal chain.,The steam engine was developed (B). The invention changed transport (A). Trains became faster (C). Global trade grew rapidly (D).,,,
Verbal Ability,Sentence Rearrangement,Paragraph Ordering,Hard,Rearrange: (A) Solar energy is clean. (B) It is becoming cheaper. (C) Many homes use panels now. (D) Carbon emissions are falling.,"(A) A,B,C,D,(B) B,C,A,D,(C) D,A,C,B,(D) C,A,B,D",A,General-Detail-Result.,Thematic structure.,Solar energy is clean (A). It is becoming cheaper (B). Many homes use panels now (C). Carbon emissions are falling (D).,,,
Verbal Ability,Sentence Rearrangement,Paragraph Ordering,Hard,Rearrange: (A) Music education is beneficial. (B) Children learn patience. (C) They also develop focus. (D) Schools should promote it.,"(A) A,B,C,D,(B) D,A,B,C,(C) B,C,A,D,(D) A,D,B,C",A,General-Detail-Call to Action.,Logical flow.,Music education is beneficial (A). Children learn patience (B). They also develop focus (C). Schools should promote it (D).,,,
Verbal Ability,Sentence Rearrangement,Paragraph Ordering,Hard,Rearrange: (A) Urban traffic is a problem. (B) Public transport is a solution. (C) It reduces car numbers. (D) Cities must invest more.,"(A) A,B,C,D,(B) B,C,A,D,(C) D,A,B,C,(D) C,A,B,D",A,Problem-Solution-Mechanism-Action.,Logical flow.,Urban traffic is a problem (A). Public transport is a solution (B). It reduces car numbers (C). Cities must invest more (D).,,,
Verbal Ability,Sentence Rearrangement,Paragraph Ordering,Hard,Rearrange: (A) Healthy eating is important. (B) It helps prevent diseases. (C) A balanced diet includes greens. (D) Most people should improve diets.,"(A) A,B,C,D,(B) C,A,B,D,(C) B,C,A,D,(D) A,D,B,C",A,General-Specific-Result-Call to Action.,Logical structure.,Healthy eating is important (A). It helps prevent diseases (B). A balanced diet includes greens (C). Most people should improve diets (D).,,,
Verbal Ability,Sentence Rearrangement,Paragraph Ordering,Hard,Rearrange: (A) Reading habits are declining. (B) People prefer screens now. (C) This affects critical thinking. (D) We need to promote books.,"(A) A,B,C,D,(B) B,A,C,D,(C) C,A,B,D,(D) D,A,B,C",A,Problem-Cause-Effect-Action.,Logical structure.,Reading habits are declining (A). People prefer screens now (B). This affects critical thinking (C). We need to promote books (D).,,,
Verbal Ability,Sentence Rearrangement,Paragraph Ordering,Hard,Rearrange: (A) Tourism helps the economy. (B) It creates jobs. (C) Local businesses grow. (D) Governments support it.,"(A) A,B,C,D,(B) B,C,A,D,(C) C,A,B,D,(D) D,A,B,C",A,General-Mechanism-Result-Policy.,Logical structure.,Tourism helps the economy (A). It creates jobs (B). Local businesses grow (C). Governments support it (D).,,,
Verbal Ability,Synonyms,Basic Synonyms,Easy,Identify the synonym of the word: Rapid,Slow,Quick,Steady,Quiet,B,Think of the opposite of slow.,,Rapid means moving or capable of moving at high speed which is synonymous with Quick.
Verbal Ability,Synonyms,Basic Synonyms,Easy,Identify the synonym of the word: Huge,Small,Little,Giant,Thin,C,Think of something very large in size.,,Huge means extremely large which is the same as Giant.
Verbal Ability,Synonyms,Basic Synonyms,Easy,Identify the synonym of the word: Assist,Hinder,Stop,Help,Ignore,C,To perform an action that supports someone else.,,Assist means to help someone in a task or goal.
Verbal Ability,Synonyms,Basic Synonyms,Easy,Identify the synonym of the word: Brave,Fearful,Courageous,Cowardly,Shy,B,Think of someone who displays courage.,,Brave and Courageous both describe the quality of showing no fear.
Verbal Ability,Synonyms,Basic Synonyms,Easy,Identify the synonym of the word: Silent,Noisy,Loud,Quiet,Active,C,Think of a place without sound.,,Silent means making no sound which is synonymous with Quiet.
